drop_id,bm_AHOL,bm_COTSP,bm_CPRI,bm_CPUN,bm_CSOR,bm_CVEN,bm_EJAC,bm_GGAL,bm_HARG,bm_HRUB,bm_HSEM,bm_LDAL,bm_LHIR,bm_OCAL,bm_OELO,bm_OPIC,bm_OYT,bm_PATR,bm_PCAL,bm_PCLA,bm_PCOE,bm_PFUR,bm_PMAC,bm_RNIC,bm_RONSP,bm_RTOX,bm_RVAC,bm_SATR,bm_SAUR,bm_SCAR,bm_SCAU,bm_SCHR,bm_SENT,bm_SGIG,bm_SGUT,bm_SHOP,bm_SLAL,bm_SLUC,bm_SMAR,bm_SMIN,bm_SMYS,bm_SPAU,bm_SPIN,bm_SPUL,bm_SRAS,bm_SROS,bm_SRUB,bm_SSAG,bm_SSAX,bm_SSEM,bm_STRE,bm_SUMB,bm_TSYM,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa
CAR_065,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2020-08-09T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.062906,-120.072524,1899-12-31T09:39:00Z,31,hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_066,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2020-08-09T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.063249,-120.066212,1899-12-31T09:46:00Z,36.3,hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_067,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,2020-08-09T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.057606,-120.066611,1899-12-31T10:41:00Z,35.8,hard,high,medium,Carrington Pt.,Carrington Pt. MPA
CAR_068,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-08-09T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.053028,-120.059663,1899-12-31T10:50:00Z,33.9,mixed_soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_069,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,2020-08-09T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.057252,-120.052471,1899-12-31T11:36:00Z,35,mixed_hard,high,medium,Carrington Pt.,Carrington Pt. MPA
CAR_071,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,2020-08-09T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.055816,-120.096706,1899-12-31T12:48:00Z,43.5,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_072,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-08-09T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.049996,-120.103002,1899-12-31T13:01:00Z,44.8,hard,low,low,Carrington Pt.,Carrington Pt. REF
CAR_073,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2020-08-09T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.049762,-120.145363,1899-12-31T13:55:00Z,31.8,mixed_hard,low,low,Carrington Pt.,Carrington Pt. REF
CAR_074,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-08-09T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.053187,-120.149318,1899-12-31T14:03:00Z,37.1,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_075,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-08-10T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.051852,-120.043718,1899-12-31T08:32:00Z,39.6,hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_076,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2020-08-10T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.054595,-120.051931,1899-12-31T08:44:00Z,34.1,hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_077,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-08-10T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.061632,-120.052097,1899-12-31T09:31:00Z,44.1,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_078,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2020-08-10T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.064129,-120.061459,1899-12-31T09:40:00Z,31.8,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_079,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-08-10T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.070462,-120.062515,1899-12-31T10:32:00Z,44.4,mixed_hard,high,medium,Carrington Pt.,Carrington Pt. REF
CAR_080,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-08-10T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.072769,-120.063379,1899-12-31T10:38:00Z,49.6,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_081,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2020-08-10T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.064526,-120.081481,1899-12-31T11:25:00Z,44.9,mixed_soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_082,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-08-10T00:00:00Z,11,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.061746,-120.083552,1899-12-31T11:35:00Z,43.8,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_083,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-08-10T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.054287,-120.100991,1899-12-31T12:28:00Z,48.8,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_084,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2020-08-10T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.054033,-120.097737,1899-12-31T12:34:00Z,45.3,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_085,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-08-10T00:00:00Z,3,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.048213,-120.118328,1899-12-31T13:29:00Z,31.3,hard,high,high,Carrington Pt.,Carrington Pt. REF
CAR_086,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-08-10T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.050079,-120.12593,1899-12-31T13:45:00Z,35.5,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_088,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-08-30T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.053841,-120.152497,1899-12-31T09:19:00Z,41.9,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_089,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-08-30T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.054854,-120.145912,1899-12-31T10:05:00Z,38.7,mixed_hard,low,low,Carrington Pt.,Carrington Pt. REF
CAR_092,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2020-08-30T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.056605,-120.057762,1899-12-31T11:45:00Z,33.8,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_096,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,2020-08-30T00:00:00Z,11,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.059828,-120.076446,1899-12-31T13:49:00Z,30.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_097,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-08-30T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.074653,-120.06598,1899-12-31T14:57:00Z,50.8,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_099,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-08-31T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.050082,-120.037557,1899-12-31T08:19:00Z,35.5,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-08-31T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.050429,-120.041219,1899-12-31T08:28:00Z,37.7,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_101,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,2020-08-31T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.052806,-120.048834,1899-12-31T09:16:00Z,32.4,mixed_hard,high,medium,Carrington Pt.,Carrington Pt. MPA
CAR_102,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,2020-08-31T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.053137,-120.045613,1899-12-31T09:23:00Z,36.9,hard,high,medium,Carrington Pt.,Carrington Pt. MPA
CAR_103,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,2020-08-31T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.054983,-120.054647,1899-12-31T10:19:00Z,34.2,mixed_hard,high,low,Carrington Pt.,Carrington Pt. MPA
CAR_104,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,2020-08-31T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05694,-120.053894,1899-12-31T10:27:00Z,34.4,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_105,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2020-08-31T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05043,-120.098848,1899-12-31T11:27:00Z,44.7,mixed_hard,high,low,Carrington Pt.,Carrington Pt. REF
CAR_106,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,2020-08-31T00:00:00Z,3,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.054364,-120.092646,1899-12-31T11:35:00Z,30.6,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_107,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-08-31T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05072,-120.122886,1899-12-31T12:40:00Z,41.5,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_108,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,2020-08-31T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05046,-120.129461,1899-12-31T12:48:00Z,30.5,mixed_hard,low,low,Carrington Pt.,Carrington Pt. REF
CAR_109,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,2020-08-31T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.053433,-120.142367,1899-12-31T13:44:00Z,34.6,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. REF
CAR_110,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,2020-08-31T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.055442,-120.149134,1899-12-31T13:50:00Z,42.2,mixed_hard,high,low,Carrington Pt.,Carrington Pt. REF
CAR_113,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,2020-09-22T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.04588,-120.018054,1899-12-31T09:09:00Z,30.7,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_114,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2020-09-22T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.044874,-120.023716,1899-12-31T09:19:00Z,34.2,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_115,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,2020-09-22T00:00:00Z,11,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.069287,-120.06531,1899-12-31T10:19:00Z,44.3,mixed_hard,high,medium,Carrington Pt.,Carrington Pt. REF
CAR_116,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2020-09-22T00:00:00Z,3,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.070663,-120.071521,1899-12-31T10:29:00Z,46.1,mixed_hard,low,low,Carrington Pt.,Carrington Pt. REF
CAR_117,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-09-22T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.062888,-120.07776,1899-12-31T11:21:00Z,41.5,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_118,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,2020-09-22T00:00:00Z,11,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.059844,-120.080224,1899-12-31T11:27:00Z,35.4,mixed_hard,high,medium,Carrington Pt.,Carrington Pt. MPA
CAR_121,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,2020-09-22T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.062536,-120.089879,1899-12-31T13:41:00Z,49.2,mixed_hard,high,low,Carrington Pt.,Carrington Pt. REF
CAR_122,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2020-09-22T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.052541,-120.103998,1899-12-31T13:49:00Z,49.5,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_123,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-10-21T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.065692,-120.02028,1899-12-31T08:49:00Z,52.5,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_124,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-10-21T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.061268,-120.019849,1899-12-31T09:09:00Z,53.2,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_125,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,2020-10-21T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.056588,-120.019575,1899-12-31T09:53:00Z,49.2,hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_126,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2020-10-21T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.065129,-120.054396,1899-12-31T10:09:00Z,49.1,hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_127,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,2020-10-21T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.063823,-120.083242,1899-12-31T11:04:00Z,44.2,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_128,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,2020-10-21T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.065548,-120.085491,1899-12-31T11:09:00Z,46.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_129,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,2020-10-21T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.055835,-120.092569,1899-12-31T11:58:00Z,36.4,mixed_hard,high,low,Carrington Pt.,Carrington Pt. REF
CAR_130,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-21T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.045351,-120.104516,1899-12-31T12:07:00Z,35.7,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_131,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,2020-10-21T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.047676,-120.116714,1899-12-31T13:03:00Z,37.7,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_132,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,2020-10-21T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.049235,-120.122724,1899-12-31T13:08:00Z,30.3,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_133,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2020-10-21T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.048824,-120.141915,1899-12-31T14:02:00Z,31.7,mixed_hard,high,medium,Carrington Pt.,Carrington Pt. REF
CAR_202,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,2021-08-09T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.04918,-120.08176,10:29:00,34.4,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_203,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,2021-08-09T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05903,-120.08206,10:41:00,37.3,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_205,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,2021-08-09T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06374,-120.08333,12:05:00,43.9,mixed_hard,medium,0-1m,Carrington Pt.,Carrington Pt. MPA
